schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,home_favorite,away_favorite,over,team_away_current_win_pct,team_home_current_win_pct,team_home_lastseason_win_pct,team_away_lastseason_win_pct,team_home_division,team_away_division,division_game,elo_prob1,elo_prob2,result
2003-12-14,2003,15,0,WAS,0.0,27.0,DAL,DAL,-3.0,34.0,FedEx Field,0,34.0,13.0,76.0,,0,1,0.0,0.6153846153846154,0.38461538461538464,0.4375,0.3125,NFC East,NFC East,1,0.57680866,0.42319134,0
2004-09-27,2004,3,0,WAS,18.0,21.0,DAL,WAS,-1.5,35.5,FedEx Field,0,70.0,6.0,76.0,,1,0,1.0,0.5,0.5,0.3125,0.625,NFC East,NFC East,1,0.52038097,0.47961903,0
2005-12-18,2005,15,0,WAS,35.0,7.0,DAL,WAS,-3.0,36.0,FedEx Field,0,38.0,5.0,64.0,,1,0,1.0,0.6153846153846154,0.5384615384615384,0.375,0.375,NFC East,NFC East,1,0.552239962,0.447760038,1
2006-11-05,2006,9,0,WAS,22.0,19.0,DAL,DAL,-3.0,40.5,FedEx Field,0,42.0,4.0,53.0,,0,1,1.0,0.5714285714285714,0.2857142857142857,0.625,0.5625,NFC East,NFC East,1,0.521584825,0.478415175,1
2007-12-30,2007,17,0,WAS,27.0,6.0,DAL,WAS,-9.0,39.5,FedEx Field,0,43.0,6.0,70.0,,1,0,0.0,0.8666666666666667,0.5333333333333333,0.3125,0.5625,NFC East,NFC East,1,0.409540922,0.590459078,1
2008-11-16,2008,11,0,WAS,10.0,14.0,DAL,DAL,-2.0,43.0,FedEx Field,0,49.0,16.0,51.0,,0,1,0.0,0.5555555555555556,0.6666666666666666,0.5625,0.8125,NFC East,NFC East,1,0.589350579,0.410649421,0
2009-12-27,2009,16,0,WAS,0.0,17.0,DAL,DAL,-7.0,42.0,FedEx Field,0,42.0,6.0,75.0,,0,1,0.0,0.6428571428571429,0.2857142857142857,0.5,0.5625,NFC East,NFC East,1,0.332723426,0.667276574,0
2010-09-12,2010,1,0,WAS,13.0,7.0,DAL,DAL,-3.0,40.0,FedEx Field,0,66.0,2.0,85.0,,0,1,0.0,0.0,0.0,0.25,0.6875,NFC East,NFC East,1,0.363973738,0.636026262,1
2011-11-20,2011,11,0,WAS,24.0,27.0,DAL,DAL,-7.0,43.0,FedEx Field,0,67.0,4.0,55.0,,0,1,1.0,0.5555555555555556,0.3333333333333333,0.375,0.375,NFC East,NFC East,1,0.378444617,0.621555383,0
2012-12-30,2012,17,0,WAS,28.0,18.0,DAL,WAS,-3.0,49.0,FedEx Field,0,37.0,9.0,53.0,,1,0,0.0,0.5333333333333333,0.6,0.3125,0.5,NFC East,NFC East,1,0.649195319,0.350804681,1
2013-12-22,2013,16,0,WAS,23.0,24.0,DAL,DAL,-2.5,52.0,FedEx Field,0,65.0,9.0,92.0,,0,1,0.0,0.5,0.21428571428571427,0.625,0.5,NFC East,NFC East,1,0.391990403,0.608009597,0
2014-12-28,2014,17,0,WAS,17.0,44.0,DAL,DAL,-6.0,47.5,FedEx Field,0,57.0,4.0,,,0,1,1.0,0.7333333333333333,0.26666666666666666,0.1875,0.5,NFC East,NFC East,1,0.197115426,0.802884574,0
2015-12-07,2015,13,0,WAS,16.0,19.0,DAL,WAS,-2.0,43.5,FedEx Field,0,44.0,2.0,,,1,0,0.0,0.2727272727272727,0.45454545454545453,0.25,0.75,NFC East,NFC East,1,0.526403646,0.473596354,0
2016-09-18,2016,2,0,WAS,23.0,27.0,DAL,WAS,-3.0,47.0,FedEx Field,0,84.0,5.0,,,1,0,1.0,0.0,0.0,0.5625,0.25,NFC East,NFC East,1,0.633343587,0.366656413,0
2017-10-29,2017,8,0,WAS,19.0,33.0,DAL,DAL,-2.0,50.0,FedEx Field,0,49.0,12.0,,Rain,0,1,1.0,0.5,0.5,0.5333333333333333,0.8125,NFC East,NFC East,1,0.519939535,0.480060465,0
2018-10-21,2018,7,0,WAS,20.0,17.0,DAL,DAL,-1.0,40.5,FedEx Field,0,52.0,12.0,,,0,1,0.0,0.5,0.6,0.4375,0.5625,NFC East,NFC East,1,0.527361657,0.472638343,1
2019-09-15,2019,2,0,WAS,21.0,31.0,DAL,DAL,-6.0,46.0,FedEx Field,0,,,,,0,1,1.0,,,0.4375,0.625,NFC East,NFC East,1,0.4098848,0.5901152,0
2020-10-25,2020,7,0,WAS,25.0,3.0,DAL,WAS,-1.0,45.0,FedEx Field,0,,,,,1,0,0.0,,,,,NFC East,NFC East,1,0.437096687,0.562903313,1
2021-12-12,2021,14,0,WAS,20.0,27.0,DAL,DAL,-6.5,48.0,FedEx Field,0,,,,,0,1,0.0,,,,,NFC East,NFC East,1,0.511084801,0.488915199,0
2003-12-28,2003,17,0,NO,13.0,7.0,DAL,DAL,-1.0,38.0,Louisiana Superdome,0,72.0,0.0,,DOME,0,1,0.0,0.6666666666666666,0.4666666666666667,0.5625,0.3125,NFC South,NFC East,0,0.551592224,0.448407776,1
2009-12-19,2009,15,0,NO,17.0,24.0,DAL,NO,-7.5,53.5,Louisiana Superdome,0,72.0,0.0,,DOME,1,0,0.0,0.6153846153846154,1.0,0.5,0.5625,NFC South,NFC East,0,0.800529072,0.199470928,0
2013-11-10,2013,10,0,NO,49.0,17.0,DAL,NO,-5.5,53.5,Louisiana Superdome,0,72.0,0.0,,DOME,1,0,1.0,0.5555555555555556,0.75,0.4375,0.5,NFC South,NFC East,0,0.664874653,0.335125347,1
2015-10-04,2015,4,0,NO,26.0,20.0,DAL,NO,-3.0,48.5,Louisiana Superdome,0,72.0,0.0,,DOME,1,0,0.0,0.6666666666666666,0.0,0.4375,0.75,NFC South,NFC East,0,0.379952874,0.620047126,1
2019-09-29,2019,4,0,NO,12.0,10.0,DAL,DAL,-2.5,47.0,Mercedes-Benz Superdome,0,72.0,0.0,,DOME,0,1,0.0,,,0.8125,0.625,NFC South,NFC East,0,0.627075088,0.372924912,1
2021-12-02,2021,13,0,NO,17.0,27.0,DAL,DAL,-6.5,45.5,Caesars Superdome,0,72.0,0.0,,DOME,0,1,0.0,,,,,NFC South,NFC East,0,0.646603397,0.353396603,0
2008-12-07,2008,14,0,PIT,20.0,13.0,DAL,PIT,-4.0,38.5,Heinz Field,0,24.0,20.0,66.0,,1,0,0.0,0.6666666666666666,0.75,0.625,0.8125,AFC North,NFC East,0,0.683116426,0.316883574,1
2016-11-13,2016,10,0,PIT,30.0,35.0,DAL,PIT,-3.0,51.0,Heinz Field,0,54.0,2.0,,,1,0,1.0,0.875,0.5,0.625,0.25,AFC North,NFC East,0,0.516437682,0.483562318,0
2003-10-26,2003,8,0,TB,16.0,0.0,DAL,TB,-6.0,37.0,Raymond James Stadium,0,78.0,8.0,72.0,,1,0,0.0,0.8333333333333334,0.5,0.75,0.3125,NFC South,NFC East,0,0.762671449,0.237328551,1
2009-09-13,2009,1,0,TB,21.0,34.0,DAL,DAL,-5.0,40.0,Raymond James Stadium,0,85.0,9.0,82.0,,0,1,1.0,0.0,0.0,0.5625,0.5625,NFC South,NFC East,0,0.517965379,0.482034621,0
2011-12-17,2011,15,0,TB,15.0,31.0,DAL,DAL,-7.0,47.0,Raymond James Stadium,0,67.0,3.0,78.0,,0,1,0.0,0.5384615384615384,0.3076923076923077,0.625,0.375,NFC South,NFC East,0,0.406101575,0.593898425,0
2015-11-15,2015,10,0,TB,10.0,6.0,DAL,DAL,-1.0,43.5,Raymond James Stadium,0,77.0,9.0,,,0,1,0.0,0.25,0.375,0.125,0.75,NFC South,NFC East,0,0.41053785,0.58946215,1
2021-09-09,2021,1,0,TB,31.0,29.0,DAL,TB,-7.5,51.5,Raymond James Stadium,0,,,,,1,0,1.0,,,,,NFC South,NFC East,0,0.824538544,0.175461456,1
2002-01-06,2001,17,0,DET,15.0,10.0,DAL,DAL,-3.0,36.0,Pontiac Silverdome,0,72.0,0.0,,DOME,0,1,0.0,0.3333333333333333,0.06666666666666667,0.5625,0.3125,NFC North,NFC East,0,0.48893213,0.51106787,1
2002-11-03,2002,9,0,DET,9.0,7.0,DAL,DET,-3.0,37.0,Ford Field,0,72.0,0.0,,DOME,1,0,0.0,0.375,0.2857142857142857,0.125,0.3125,NFC North,NFC East,0,0.543349309,0.456650691,1
2003-10-19,2003,7,0,DET,7.0,38.0,DAL,DAL,-3.0,39.0,Ford Field,0,72.0,0.0,,DOME,0,1,1.0,0.8,0.2,0.1875,0.3125,NFC North,NFC East,0,0.403078549,0.596921451,0
2007-12-09,2007,14,0,DET,27.0,28.0,DAL,DAL,-10.5,50.5,Ford Field,0,72.0,0.0,,DOME,0,1,1.0,0.9166666666666666,0.5,0.1875,0.5625,NFC North,NFC East,0,0.246762616,0.753237384,0
2013-10-27,2013,8,0,DET,31.0,30.0,DAL,DET,-3.0,50.5,Ford Field,0,72.0,0.0,,DOME,1,0,1.0,0.5714285714285714,0.5714285714285714,0.25,0.5,NFC North,NFC East,0,0.539272993,0.460727007,1
2019-11-17,2019,11,0,DET,27.0,35.0,DAL,DAL,-7.0,46.5,Ford Field,0,72.0,0.0,,DOME,0,1,1.0,,,0.375,0.625,NFC North,NFC East,0,0.447757434,0.552242566,0
2002-09-08,2002,1,0,HOU,19.0,10.0,DAL,DAL,-8.5,33.5,Reliant Stadium,0,72.0,0.0,,DOME,0,1,0.0,0.0,0.0,0.0,0.3125,AFC South,NFC East,0,0.41314266,0.58685734,1
2010-09-26,2010,3,0,HOU,13.0,27.0,DAL,HOU,-2.5,47.5,Reliant Stadium,0,82.0,8.0,,DOME (Open Roof),1,0,0.0,0.0,1.0,0.5625,0.6875,AFC South,NFC East,0,0.655026169,0.344973831,0
2018-10-07,2018,5,0,HOU,19.0,16.0,DAL,HOU,-3.5,45.5,NRG Stadium,0,72.0,0.0,,DOME,1,0,0.0,0.5,0.25,0.25,0.5625,AFC South,NFC East,0,0.390426272,0.609573728,1
2004-12-12,2004,14,0,BAL,37.0,14.0,NYG,BAL,-10.0,34.0,M&T Bank Stadium,0,42.0,12.0,60.0,,1,0,1.0,0.4166666666666667,0.5833333333333334,0.625,0.25,AFC North,NFC East,0,0.789801178,0.210198822,1
2012-12-23,2012,16,0,BAL,33.0,14.0,NYG,NYG,-2.5,47.0,M&T Bank Stadium,0,51.0,7.0,33.0,,0,1,0.0,0.5714285714285714,0.6428571428571429,0.75,0.5625,AFC North,NFC East,0,0.547200188,0.452799812,1
2020-12-27,2020,16,0,BAL,27.0,13.0,NYG,BAL,-9.5,43.5,M&T Bank Stadium,0,,,,,1,0,0.0,,,,,AFC North,NFC East,0,0.863719893,0.136280107,1
2007-12-23,2007,16,0,BUF,21.0,38.0,NYG,NYG,-3.0,32.0,Ralph Wilson Stadium,0,44.0,22.0,78.0,,0,1,1.0,0.6428571428571429,0.5,0.4375,0.5,AFC East,NFC East,0,0.602818467,0.397181533,0
2015-10-04,2015,4,0,BUF,10.0,24.0,NYG,BUF,-6.0,46.5,Ralph Wilson Stadium,0,60.0,4.0,,,1,0,0.0,0.3333333333333333,0.6666666666666666,0.5625,0.375,AFC East,NFC East,0,0.725072373,0.274927627,0
2004-12-26,2004,16,0,CIN,23.0,22.0,NYG,CIN,-6.5,46.5,Paul Brown Stadium,0,24.0,8.0,76.0,,1,0,0.0,0.35714285714285715,0.42857142857142855,0.5,0.25,AFC North,NFC East,0,0.679627142,0.320372858,1
2012-11-11,2012,10,0,CIN,31.0,13.0,NYG,NYG,-4.5,47.5,Paul Brown Stadium,0,69.0,14.0,30.0,,0,1,0.0,0.6666666666666666,0.375,0.5625,0.5625,AFC North,NFC East,0,0.315294461,0.684705539,1
2020-11-29,2020,12,0,CIN,17.0,19.0,NYG,NYG,-6.0,44.5,Paul Brown Stadium,0,,,,,0,1,0.0,,,,,AFC North,NFC East,0,0.575592257,0.424407743,0
2008-10-13,2008,6,0,CLE,35.0,14.0,NYG,NYG,-8.0,43.5,FirstEnergy Stadium,0,66.0,7.0,52.0,,0,1,1.0,1.0,0.25,0.625,0.625,AFC North,NFC East,0,0.356754393,0.643245607,1
2016-11-27,2016,12,0,CLE,13.0,27.0,NYG,NYG,-6.5,46.5,FirstEnergy Stadium,0,46.0,10.0,,,0,1,0.0,0.7,0.0,0.1875,0.375,AFC North,NFC East,0,0.248199521,0.751800479,0
2001-12-09,2001,13,0,DAL,20.0,13.0,NYG,NYG,-3.5,35.5,Texas Stadium,0,42.0,12.0,46.0,,0,1,0.0,0.45454545454545453,0.2727272727272727,0.3125,0.75,NFC East,NFC East,1,0.427498237,0.572501763,1
2002-10-06,2002,5,0,DAL,17.0,21.0,NYG,NYG,-1.5,34.5,Texas Stadium,0,78.0,11.0,55.0,,0,1,1.0,0.5,0.5,0.3125,0.4375,NFC East,NFC East,1,0.529922273,0.470077727,0
2003-12-21,2003,16,0,DAL,19.0,3.0,NYG,DAL,-12.5,35.5,Texas Stadium,0,55.0,18.0,56.0,,1,0,0.0,0.2857142857142857,0.6428571428571429,0.3125,0.625,NFC East,NFC East,1,0.763020322,0.236979678,1
2004-10-10,2004,5,0,DAL,10.0,26.0,NYG,DAL,-3.5,38.5,Texas Stadium,0,66.0,11.0,91.0,,1,0,0.0,0.75,0.6666666666666666,0.625,0.25,NFC East,NFC East,1,0.637446958,0.362553042,0
2005-10-16,2005,6,0,DAL,16.0,13.0,NYG,DAL,-3.5,45.5,Texas Stadium,0,73.0,6.0,40.0,,1,0,0.0,0.75,0.6,0.375,0.375,NFC East,NFC East,1,0.585713806,0.414286194,1
2006-10-23,2006,7,0,DAL,22.0,36.0,NYG,DAL,-3.0,43.5,Texas Stadium,0,55.0,7.0,45.0,,1,0,1.0,0.6,0.6,0.5625,0.6875,NFC East,NFC East,1,0.51472509,0.48527491,0
2007-09-09,2007,1,0,DAL,45.0,35.0,NYG,DAL,-6.5,44.5,Texas Stadium,0,85.0,10.0,66.0,,1,0,1.0,0.0,0.0,0.5625,0.5,NFC East,NFC East,1,0.588055719,0.411944281,1
2008-01-13,2007,19,1,DAL,17.0,21.0,NYG,DAL,-7.0,47.5,Texas Stadium,0,,,,,1,0,0.0,0.625,0.8125,0.5625,0.5,NFC East,NFC East,1,0.680671557,0.319328443,0
2008-12-14,2008,15,0,DAL,20.0,8.0,NYG,DAL,-3.0,46.0,Texas Stadium,0,70.0,27.0,56.0,,1,0,0.0,0.8461538461538461,0.6153846153846154,0.8125,0.625,NFC East,NFC East,1,0.433353445,0.566646555,1
2009-09-20,2009,2,0,DAL,31.0,33.0,NYG,DAL,-3.0,45.5,Cowboys Stadium,0,88.0,6.0,,,1,0,1.0,1.0,1.0,0.5625,0.75,NFC East,NFC East,1,0.542006397,0.457993603,0
2010-10-25,2010,7,0,DAL,35.0,41.0,NYG,DAL,-3.5,45.5,Cowboys Stadium,0,86.0,2.0,,,1,0,1.0,0.6666666666666666,0.2,0.6875,0.5,NFC East,NFC East,1,0.568387215,0.431612785,0
2011-12-11,2011,14,0,DAL,34.0,37.0,NYG,DAL,-4.5,50.5,Cowboys Stadium,0,72.0,0.0,,DOME,1,0,1.0,0.5,0.5833333333333334,0.375,0.625,NFC East,NFC East,1,0.621755763,0.378244237,0
2012-10-28,2012,8,0,DAL,24.0,29.0,NYG,NYG,-2.5,48.0,Cowboys Stadium,0,63.0,7.0,,,0,1,1.0,0.7142857142857143,0.5,0.5,0.5625,NFC East,NFC East,1,0.349836482,0.650163518,0
2013-09-08,2013,1,0,DAL,36.0,31.0,NYG,DAL,-3.5,50.0,Cowboys Stadium,0,72.0,0.0,,DOME,1,0,1.0,0.0,0.0,0.5,0.5625,NFC East,NFC East,1,0.478278716,0.521721284,1
2014-10-19,2014,7,0,DAL,31.0,21.0,NYG,DAL,-5.0,47.0,Cowboys Stadium,0,72.0,0.0,,DOME,1,0,1.0,0.5,0.8333333333333334,0.5,0.4375,NFC East,NFC East,1,0.729023546,0.270976454,1
2015-09-13,2015,1,0,DAL,27.0,26.0,NYG,DAL,-7.0,52.5,Cowboys Stadium,0,72.0,0.0,,DOME,1,0,1.0,0.0,0.0,0.75,0.375,NFC East,NFC East,1,0.732967231,0.267032769,1
2016-09-11,2016,1,0,DAL,19.0,20.0,NYG,NYG,-1.0,47.5,Cowboys Stadium,0,72.0,0.0,,DOME,0,1,0.0,0.0,0.0,0.25,0.375,NFC East,NFC East,1,0.560306026,0.439693974,0
2017-09-10,2017,1,0,DAL,19.0,3.0,NYG,DAL,-3.5,47.5,AT&T Stadium,0,72.0,0.0,,DOME,1,0,0.0,0.0,0.0,0.8125,0.6875,NFC East,NFC East,1,0.645399954,0.354600046,1
2018-09-16,2018,2,0,DAL,20.0,13.0,NYG,DAL,-3.0,42.0,AT&T Stadium,0,72.0,0.0,,DOME,1,0,0.0,0.0,0.0,0.5625,0.1875,NFC East,NFC East,1,0.75754541,0.24245459,1
2019-09-08,2019,1,0,DAL,35.0,17.0,NYG,DAL,-7.0,44.0,AT&T Stadium,0,72.0,0.0,,DOME,1,0,1.0,,,0.625,0.3125,NFC East,NFC East,1,0.725584874,0.274415126,1
2020-10-11,2020,5,0,DAL,37.0,34.0,NYG,DAL,-8.0,53.0,AT&T Stadium,0,72.0,0.0,,DOME,1,0,1.0,,,,,NFC East,NFC East,1,0.761830804,0.238169196,1
2021-10-10,2021,5,0,DAL,44.0,20.0,NYG,DAL,-7.0,52.5,AT&T Stadium,0,72.0,0.0,,DOME,1,0,1.0,,,,,NFC East,NFC East,1,0.716911666,0.283088334,1
2022-11-24,2022,12,0,DAL,28.0,20.0,NYG,DAL,-10.0,45.5,AT&T Stadium,0,72.0,0.0,,DOME,1,0,1.0,,,,,NFC East,NFC East,1,0.823342716,0.176657284,1
2004-10-03,2004,4,0,GB,7.0,14.0,NYG,GB,-7.0,44.0,Lambeau Field,0,52.0,15.0,47.0,,1,0,0.0,0.6666666666666666,0.3333333333333333,0.625,0.25,NFC North,NFC East,0,0.741532832,0.258467168,0
2008-01-20,2007,20,1,GB,20.0,23.0,NYG,GB,-7.5,41.5,Lambeau Field,0,,,,,1,0,1.0,0.625,0.8125,0.5,0.5,NFC North,NFC East,0,0.664453818,0.335546182,0
2010-12-26,2010,16,0,GB,45.0,17.0,NYG,GB,-3.0,43.0,Lambeau Field,0,26.0,5.0,74.0,,1,0,1.0,0.6428571428571429,0.5714285714285714,0.6875,0.5,NFC North,NFC East,0,0.651544887,0.348455113,1
2012-01-15,2011,19,1,GB,20.0,37.0,NYG,GB,-8.0,54.5,Lambeau Field,0,,,,,1,0,1.0,0.5625,0.9375,0.625,0.625,NFC North,NFC East,0,0.817652,0.182348,0
2016-10-09,2016,5,0,GB,23.0,16.0,NYG,GB,-7.0,49.0,Lambeau Field,0,48.0,2.0,,,1,0,0.0,0.5,0.6666666666666666,0.625,0.375,NFC North,NFC East,0,0.756448391,0.243551609,1
2017-01-08,2016,18,1,GB,38.0,13.0,NYG,GB,-5.0,46.5,Lambeau Field,0,14.0,7.0,,,1,0,1.0,0.6875,0.625,0.625,0.375,NFC North,NFC East,0,0.659946988,0.340053012,1
2022-10-09,2022,5,0,GB,22.0,27.0,NYG,GB,-9.0,42.0,Tottenham Hotspur Stadium,1,,,,,1,0,1.0,,,,,NFC North,NFC East,0,0.743080075,0.256919925,0
2006-11-20,2006,11,0,JAX,26.0,10.0,NYG,JAX,-3.5,38.5,EverBank Field,0,52.0,10.0,49.0,,1,0,0.0,0.6666666666666666,0.5555555555555556,0.75,0.6875,AFC South,NFC East,0,0.546368529,0.453631471,1
2014-11-30,2014,13,0,JAX,25.0,24.0,NYG,NYG,-3.0,44.0,EverBank Field,0,72.0,7.0,,,0,1,1.0,0.2727272727272727,0.09090909090909091,0.25,0.4375,AFC South,NFC East,0,0.395000429,0.604999571,1
2022-10-23,2022,7,0,JAX,17.0,23.0,NYG,JAX,-3.0,43.5,TIAA Bank Field,0,,,,,1,0,0.0,,,,,AFC South,NFC East,0,0.492881544,0.507118456,0
2001-09-23,2001,2,0,KC,3.0,13.0,NYG,KC,-1.5,39.0,Arrowhead Stadium,0,64.0,14.0,85.0,,1,0,0.0,0.0,0.0,0.4375,0.75,AFC West,NFC East,0,0.483572653,0.516427347,0
2009-10-04,2009,4,0,KC,16.0,27.0,NYG,NYG,-9.5,43.0,Arrowhead Stadium,0,56.0,6.0,63.0,,0,1,0.0,1.0,0.0,0.125,0.75,AFC West,NFC East,0,0.203521971,0.796478029,0
2013-09-29,2013,4,0,KC,31.0,7.0,NYG,KC,-4.5,44.0,Arrowhead Stadium,0,73.0,5.0,65.0,,1,0,0.0,0.0,1.0,0.125,0.5625,AFC West,NFC East,0,0.511621644,0.488378356,1
2021-11-01,2021,8,0,KC,20.0,17.0,NYG,KC,-10.5,53.0,Arrowhead Stadium,0,,,,,1,0,0.0,,,,,AFC West,NFC East,0,0.79681548,0.20318452,1
2001-11-19,2001,10,0,MIN,28.0,16.0,NYG,MIN,-2.0,44.0,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,0.0,0.5555555555555556,0.375,0.6875,0.75,NFC North,NFC East,0,0.48972616,0.51027384,1
2002-11-10,2002,10,0,MIN,20.0,27.0,NYG,NYG,-1.5,45.0,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,0,1,1.0,0.5,0.25,0.3125,0.4375,NFC North,NFC East,0,0.47925124,0.52074876,0
2003-10-26,2003,8,0,MIN,17.0,29.0,NYG,MIN,-5.5,44.5,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,1.0,0.3333333333333333,1.0,0.375,0.625,NFC North,NFC East,0,0.725136411,0.274863589,0
2004-10-31,2004,8,0,MIN,13.0,34.0,NYG,MIN,-6.5,48.5,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,0.0,0.6666666666666666,0.8333333333333334,0.5625,0.25,NFC North,NFC East,0,0.74298101,0.25701899,0
2008-12-28,2008,17,0,MIN,20.0,19.0,NYG,MIN,-7.0,41.0,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,0.0,0.8,0.6,0.5,0.625,NFC North,NFC East,0,0.455593947,0.544406053,1
2010-01-03,2009,17,0,MIN,44.0,7.0,NYG,MIN,-8.0,48.0,Mall of America Field,0,72.0,0.0,,DOME,1,0,1.0,0.5333333333333333,0.7333333333333333,0.625,0.75,NFC North,NFC East,0,0.665706569,0.334293431,1
2010-12-13,2010,14,0,MIN,3.0,21.0,NYG,NYG,-5.5,44.0,Ford Field,1,72.0,0.0,,DOME,0,1,0.0,0.6666666666666666,0.4166666666666667,0.75,0.5,NFC North,NFC East,0,0.434596369,0.565403631,0
2015-12-27,2015,16,0,MIN,49.0,17.0,NYG,MIN,-7.0,44.5,TCF Bank Stadium,0,12.0,5.0,,,1,0,1.0,0.42857142857142855,0.6428571428571429,0.4375,0.375,NFC North,NFC East,0,0.668206845,0.331793155,1
2016-10-03,2016,4,0,MIN,24.0,10.0,NYG,MIN,-3.5,42.5,U.S. Bank Stadium,0,72.0,0.0,,DOME,1,0,0.0,0.6666666666666666,1.0,0.6875,0.375,NFC North,NFC East,0,0.780078971,0.219921029,1
2003-11-02,2003,9,0,NYJ,28.0,31.0,NYG,NYG,-3.5,40.0,Giants Stadium,0,65.0,7.0,71.0,,0,1,1.0,0.42857142857142855,0.2857142857142857,0.5625,0.625,AFC East,NFC East,0,0.550169436,0.449830564,0
2011-12-24,2011,16,0,NYJ,14.0,29.0,NYG,NYJ,-3.0,46.0,MetLife Stadium,0,37.0,9.0,,,1,0,0.0,0.5,0.5714285714285714,0.6875,0.625,AFC East,NFC East,0,0.717504222,0.282495778,0
2019-11-10,2019,10,0,NYJ,34.0,27.0,NYG,NYG,-3.0,43.0,MetLife Stadium,0,,,,,0,1,1.0,,,0.25,0.3125,AFC East,NFC East,0,0.540592096,0.459407904,1
2001-12-30,2001,16,0,PHI,24.0,21.0,NYG,PHI,-5.0,34.5,Veterans Stadium,0,28.0,16.0,45.0,,1,0,1.0,0.5,0.6428571428571429,0.6875,0.75,NFC East,NFC East,1,0.718581086,0.281418914,1
2002-10-28,2002,8,0,PHI,17.0,3.0,NYG,PHI,-7.0,38.5,Veterans Stadium,0,51.0,7.0,60.0,,1,0,0.0,0.5,0.6666666666666666,0.6875,0.4375,NFC East,NFC East,1,0.803956462,0.196043538,1
2003-11-16,2003,11,0,PHI,28.0,10.0,NYG,PHI,-3.0,38.0,Lincoln Financial Field,0,46.0,4.0,73.0,,1,0,0.0,0.4444444444444444,0.6666666666666666,0.75,0.625,NFC East,NFC East,1,0.742764397,0.257235603,1
2004-09-12,2004,1,0,PHI,31.0,17.0,NYG,PHI,-9.5,41.5,Lincoln Financial Field,0,68.0,6.0,66.0,,1,0,1.0,0.0,0.0,0.75,0.25,NFC East,NFC East,1,0.822790578,0.177209422,1
2005-12-11,2005,14,0,PHI,23.0,26.0,NYG,NYG,-3.0,40.0,Lincoln Financial Field,0,32.0,7.0,75.0,,0,1,1.0,0.6666666666666666,0.4166666666666667,0.8125,0.375,NFC East,NFC East,1,0.503721484,0.496278516,0
2006-09-17,2006,2,0,PHI,24.0,30.0,NYG,PHI,-3.0,42.0,Lincoln Financial Field,0,71.0,6.0,70.0,,1,0,1.0,0.0,1.0,0.375,0.6875,NFC East,NFC East,1,0.5536985,0.4463015,0
2007-01-07,2006,18,1,PHI,23.0,20.0,NYG,PHI,-6.0,46.5,Lincoln Financial Field,0,,,,,1,0,0.0,0.5,0.625,0.375,0.6875,NFC East,NFC East,1,0.684485535,0.315514465,1
2007-12-09,2007,14,0,PHI,13.0,16.0,NYG,PHI,-3.0,42.0,Lincoln Financial Field,0,37.0,6.0,73.0,,1,0,0.0,0.6666666666666666,0.4166666666666667,0.625,0.5,NFC East,NFC East,1,0.56199875,0.43800125,0
2008-11-09,2008,10,0,PHI,31.0,36.0,NYG,PHI,-1.5,42.5,Lincoln Financial Field,0,52.0,12.0,63.0,,1,0,1.0,0.875,0.625,0.5,0.625,NFC East,NFC East,1,0.508806477,0.491193523,0
2009-11-01,2009,8,0,PHI,40.0,17.0,NYG,NYG,-1.0,44.5,Lincoln Financial Field,0,56.0,12.0,70.0,,0,1,1.0,0.7142857142857143,0.6666666666666666,0.6,0.75,NFC East,NFC East,1,0.592941489,0.407058511,1
2010-11-21,2010,11,0,PHI,27.0,17.0,NYG,PHI,-3.5,48.0,Lincoln Financial Field,0,45.0,7.0,68.0,,1,0,0.0,0.6666666666666666,0.6666666666666666,0.6875,0.5,NFC East,NFC East,1,0.658217706,0.341782294,1
2011-09-25,2011,3,0,PHI,16.0,29.0,NYG,PHI,-8.0,46.5,Lincoln Financial Field,0,79.0,5.0,79.0,,1,0,0.0,0.5,0.5,0.625,0.625,NFC East,NFC East,1,0.64780967,0.35219033,0
2012-09-30,2012,4,0,PHI,19.0,17.0,NYG,PHI,-1.5,46.5,Lincoln Financial Field,0,63.0,8.0,59.0,Rain,1,0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5625,NFC East,NFC East,1,0.491602111,0.508397889,1
2013-10-27,2013,8,0,PHI,7.0,15.0,NYG,PHI,-5.5,49.5,Lincoln Financial Field,0,58.0,13.0,40.0,,1,0,0.0,0.14285714285714285,0.42857142857142855,0.25,0.5625,NFC East,NFC East,1,0.578232845,0.421767155,0
2014-10-12,2014,6,0,PHI,27.0,0.0,NYG,PHI,-1.0,51.0,Lincoln Financial Field,0,57.0,5.0,,,1,0,0.0,0.6,0.8,0.625,0.4375,NFC East,NFC East,1,0.651542273,0.348457727,1
